ID,sec-type,dbRDA1,MDS1,MDS2
11002411cSd,sec,0.1183212541487181,0.3201214256464776,0.10977324044786299
11003211cSd,sec,0.09992396743172648,-0.030768613017259108,-0.12251525456253064
11003311cSd,sec,0.12652624829481127,0.1150739015669827,0.23013914527753004
11004111cSd,sec,-0.09954998193131398,0.18253586051747614,0.03368208438181138
11004311cSd,sec,0.16679313135853582,0.03150379103620298,-0.1619818312726163
11004611cSd,sec,-0.0709520505529562,-0.053984261571902864,-0.16216815622996503
11004711cSd,sec,-0.10774763748676619,-0.028044730465316494,-0.4129349777072266
11004911cSd,sec,0.10473318551995464,0.22064101329993235,-0.04383277609036275
11005111cSd,sec,0.10577160155568768,0.2946009744331394,0.1025211065865143
11005211cSd,sec,0.06348904490817571,0.2350243805976439,0.07280348066087053
10007311cSd,non-sec,-0.04910279524904306,0.24763803450450148,0.167084915735256
10008111cSd,non-sec,0.10509740687505383,0.10927949043607561,0.1950110526863298
10016111cSd,non-sec,-0.0974878250293264,-0.0671494286705088,-0.22810341301803355
10018611cSd,non-sec,-0.2517889465268369,0.12170341751614126,0.0995311438352287
10020811cSd,non-sec,0.03662893824512879,0.09233838153648198,-0.3049330306151845
10022611cSd,non-sec,-0.17268914339393557,0.16468806749474016,0.15742035844071314
10023711cSd,non-sec,-0.5104420391698663,-0.37640679932444593,-0.12565379107205654
10024411cSd,non-sec,0.007976649751487349,0.18415907652373,0.176781245071178
10024611cSd,non-sec,-0.0950135997164622,0.019154519481244803,-0.00610728617461491
10025911cSd,non-sec,-0.12004699778507649,0.12763098773163734,-0.060047694444682005
10029011cSd,non-sec,-0.16990070249498102,0.13924889248555414,-0.23420796473847477
11001911cSd,non-sec,-0.22036415323140218,-0.4574111265932552,0.3501599726215939
11004511cSd,non-sec,-0.23851725150579947,-0.30487351312189714,-0.18693550832725309
